ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
292,1.0,V4,V3,14.0,2,27,V7,V2,V2,yes,2630,2630,,2,V2,V2,4509,V2,0.0,V2,4,T,F,V3,,1.0,V3,14,30109,V1,1.0,V1,V2
293,0.0,V4,V5,15.0,4,40,V6,V2,V1,yes,1904,1904,,1,V2,V3,4761,V3,0.0,V3,4,T,F,V3,,1.0,V4,15,11901,V1,1.0,V1,V2
294,0.0,V3,V3,11.0,4,36,V3,V2,V5,yes,2278,2278,,1,V2,V3,5284,V4,0.0,V4,4,T,F,V3,,1.0,V3,11,8151,V1,1.0,V3,V2
295,0.0,V2,V5,8.0,4,40,V6,V4,V5,yes,1244,1244,,2,V4,V2,3271,V4,0.0,V4,4,T,F,V3,,1.0,V2,8,14075,V1,1.0,V1,V1
296,0.0,V4,V4,18.0,4,48,V3,V1,V5,yes,1445,1445,,1,V1,V3,5157,V3,0.0,V3,4,T,F,V1,,1.0,V2,18,43913,V1,1.0,V2,V1
297,1.0,V1,V3,8.0,3,27,V3,V2,V1,yes,744,744,,1,V2,V2,5353,V3,0.0,V3,2,T,F,V3,,1.0,V2,8,28956,V1,1.0,V2,V1
298,0.0,V2,V4,11.0,2,51,V3,V3,V1,yes,4770,4770,,1,V3,V3,5101,V2,0.0,V2,4,T,F,V3,,1.0,V3,11,38620,V1,1.0,V2,V1
299,1.0,V1,V5,18.0,1,32,V7,V4,V1,yes,3966,3966,,3,V4,V2,4320,V1,0.0,V1,4,T,F,V1,,1.0,V3,18,12490,V1,1.0,V1,V2
300,0.0,V1,V4,42.0,2,40,V9,V4,V1,yes,5954,5954,,2,V4,V2,5022,V2,0.0,V2,1,T,F,V1,,1.0,V2,42,75042,V1,1.0,V2,V1
301,0.0,V3,V4,6.0,1,44,V7,V4,V1,yes,6760,6760,,2,V4,V3,6868,V4,0.0,V4,3,T,F,V3,,1.0,V4,6,55660,V1,2.0,V2,V2
302,0.0,V2,V5,23.0,4,51,V3,V4,V2,yes,2223,2223,,2,V4,V3,4974,V4,0.0,V4,4,T,F,V1,,1.0,V3,23,24018,V1,1.0,V2,V1
303,0.0,V4,V4,26.0,3,26,V9,V3,V1,yes,5117,5117,,2,V3,V3,4808,V4,0.0,V4,4,T,F,V3,,1.0,V3,26,50223,V1,1.0,V2,V1
304,0.0,V1,V5,12.0,4,38,V3,V4,V5,yes,1239,1239,,2,V4,V2,6802,V4,0.0,V4,2,T,F,V3,,1.0,V3,12,19386,V1,1.0,V2,V2
305,1.0,V4,V5,14.0,4,36,V3,V2,V1,yes,801,801,,1,V2,V3,3900,V2,0.0,V2,3,T,F,V3,,1.0,V3,14,92778,V1,2.0,V2,V1
306,0.0,V4,V3,6.0,4,51,V7,V4,V2,yes,362,362,,2,V4,V2,3772,V4,0.0,V4,4,T,F,V3,,1.0,V2,6,2223,V1,1.0,V2,V1
307,1.0,V3,V3,36.0,3,25,V6,V4,V1,yes,8064,8064,,2,V4,V2,5363,V1,0.0,V1,2,T,F,V3,,1.0,V4,36,47395,V1,1.0,V2,V2
308,0.0,V2,V2,21.0,4,23,V2,V4,V1,yes,2288,2288,,1,V4,V2,4007,V4,0.0,V4,4,T,F,V3,,1.0,V3,21,4459,V1,1.0,V2,V2
309,0.0,V2,V1,11.0,1,38,V7,V4,V1,yes,926,926,,1,V4,V2,3920,V4,0.0,V4,2,T,F,V3,,1.0,V1,11,89132,V1,1.0,V2,V1
310,0.0,V3,V4,12.0,3,34,V3,V2,V2,yes,2141,2141,,1,V2,V3,5248,V4,0.0,V4,1,T,F,V3,,1.0,V3,12,45677,V1,1.0,V2,V1
311,0.0,V3,V3,24.0,3,62,V1,V2,V1,yes,2924,2924,,1,V2,V3,5336,V1,0.0,V1,4,T,F,V1,,1.0,V3,24,100121,V3,2.0,V2,V2
312,0.0,V4,V5,5.0,4,27,V3,V2,V1,yes,1067,1067,,1,V2,V3,4200,V2,0.0,V2,4,T,F,V3,,1.0,V3,5,49586,V1,2.0,V2,V1
313,0.0,V1,V2,3.0,1,23,V2,V2,V1,yes,600,600,,1,V2,V2,4631,V4,0.0,V4,3,T,F,V3,,1.0,V2,3,56443,V1,2.0,V1,V1
314,1.0,V3,V2,36.0,4,22,V2,V4,V1,yes,6228,6228,,2,V4,V2,5902,V1,0.0,V1,4,T,F,V3,,1.0,V2,36,28892,V2,1.0,V1,V2
315,0.0,V4,V4,24.0,4,34,V7,V2,V4,yes,1525,1525,,1,V2,V2,5790,V4,0.0,V4,3,T,F,V3,,1.0,V3,24,14242,V1,2.0,V2,V2
316,0.0,V1,V3,9.0,1,32,V1,V2,V2,yes,2848,2848,,1,V2,V3,6478,V4,0.0,V4,2,T,F,V3,,1.0,V3,9,27594,V2,2.0,V2,V1
317,0.0,V1,V3,20.0,3,27,V1,V3,V1,yes,2993,2993,,2,V3,V3,5219,V4,0.0,V4,2,T,F,V2,,1.0,V2,20,48703,V1,1.0,V2,V1
318,0.0,V4,V5,18.0,3,22,V7,V2,V1,yes,1961,1961,,1,V2,V2,5744,V3,0.0,V3,2,T,F,V3,,1.0,V4,18,54567,V1,1.0,V2,V1
319,0.0,V3,V3,18.0,4,46,V2,V2,V1,yes,1984,1984,,2,V2,V3,5877,V4,0.0,V4,4,T,F,V1,,1.0,V3,18,11487,V1,1.0,V3,V1
320,1.0,V4,V5,44.0,2,29,V9,V5,V1,yes,11815,11815,,2,V5,V3,5800,V1,0.0,V1,4,T,F,V3,,1.0,V3,44,12117,V1,1.0,V1,V1
321,0.0,V1,V5,8.0,4,47,V7,V4,V1,yes,731,731,,2,V4,V3,5429,V1,0.0,V1,4,T,F,V3,,1.0,V2,8,63707,V1,1.0,V2,V1
322,0.0,V3,V5,5.0,1,39,V7,V4,V1,yes,860,860,,2,V4,V2,4235,V1,0.0,V1,4,T,F,V3,,1.0,V3,5,13505,V1,1.0,V2,V2
323,0.0,V1,V3,8.0,2,36,V3,V2,V1,yes,2117,2117,,1,V2,V3,5091,V2,0.0,V2,2,T,F,V3,,1.0,V2,8,49747,V1,2.0,V2,V1
324,0.0,V2,V4,14.0,4,35,V4,V2,V3,yes,1261,1261,,2,V2,V3,6234,V4,0.0,V4,3,T,F,V3,,1.0,V3,14,250328,V1,1.0,V2,V2
325,0.0,V2,V2,15.0,4,22,V3,V2,V5,yes,1444,1444,,1,V2,V3,4832,V2,0.0,V2,1,T,F,V3,,1.0,V3,15,26755,V1,1.0,V2,V1
326,1.0,V1,V4,12.0,4,26,V7,V2,V1,yes,758,758,,1,V2,V3,3806,V1,0.0,V1,2,T,F,V3,,1.0,V3,12,16824,V1,1.0,V2,V1
327,0.0,V4,V5,20.0,4,29,V7,V4,V1,yes,1602,1602,,2,V4,V4,4488,V1,0.0,V1,3,T,F,V3,,1.0,V3,20,42818,V1,1.0,V2,V2
328,0.0,V4,V3,11.0,2,41,V2,V2,V1,yes,2577,2577,,1,V2,V1,3329,V1,0.0,V1,1,T,F,V3,,1.0,V3,11,26949,V1,1.0,V2,V1
329,0.0,V2,V5,12.0,4,47,V6,V2,V1,yes,1392,1392,,3,V2,V3,4557,V4,0.0,V4,4,T,F,V1,,1.0,V3,12,3369,V1,2.0,V2,V2
330,0.0,V4,V5,24.0,2,42,V3,V2,V5,yes,5084,5084,,1,V2,V2,5503,V2,0.0,V2,4,T,F,V3,,1.0,V3,24,24881,V1,1.0,V2,V2
331,0.0,V4,V5,14.0,4,44,V2,V4,V1,yes,1478,1478,,2,V4,V3,5116,V1,0.0,V1,4,T,F,V3,,1.0,V3,14,83410,V1,2.0,V2,V2
332,0.0,V3,V3,15.0,3,28,V7,V2,V5,yes,3555,3555,,1,V2,V3,4376,V4,0.0,V4,2,T,F,V3,,1.0,V3,15,24267,V1,1.0,V2,V1
333,0.0,V4,V3,15.0,2,35,V1,V4,V3,yes,2359,2359,,1,V4,V3,6026,V3,0.0,V3,2,T,F,V3,,1.0,V3,15,23915,V1,1.0,V2,V2
334,1.0,V4,V3,48.0,3,30,V3,V2,V1,yes,6757,6757,,1,V2,V2,5068,V1,0.0,V1,2,T,F,V3,,1.0,V3,48,27631,V1,1.0,V2,V2
335,0.0,V3,V5,5.0,4,36,V3,V4,V5,yes,700,700,,2,V4,V3,5588,V4,0.0,V4,4,T,F,V3,,1.0,V3,5,10016,V1,1.0,V3,V1
336,0.0,V2,V4,42.0,2,44,V2,V2,V1,yes,7882,7882,,1,V2,V3,5050,V1,0.0,V1,4,T,F,V3,,1.0,V3,42,67800,V3,2.0,V3,V1
337,0.0,V4,V2,15.0,1,22,V1,V2,V2,yes,3811,3811,,1,V2,V2,3208,V4,0.0,V4,4,T,F,V3,,1.0,V3,15,51256,V1,1.0,V2,V2
338,1.0,V2,V4,11.0,4,21,V8,V2,V1,yes,902,902,,1,V2,V4,5060,V1,0.0,V1,4,T,F,V3,,1.0,V3,11,9291,V1,1.0,V1,V1
339,0.0,V3,V5,15.0,4,44,V1,V2,V5,yes,1299,1299,,1,V2,V3,6060,V4,0.0,V4,4,T,F,V1,,1.0,V3,15,16965,V1,2.0,V3,V1
340,1.0,V1,V3,12.0,2,24,V3,V2,V5,yes,1484,1484,,1,V2,V4,4648,V2,0.0,V2,1,T,F,V3,,1.0,V3,12,24985,V1,1.0,V2,V2
341,0.0,V2,V3,14.0,4,24,V2,V4,V1,yes,1432,1432,,2,V4,V2,7028,V1,0.0,V1,3,T,F,V3,,1.0,V3,14,25625,V1,1.0,V1,V1
342,0.0,V2,V3,11.0,2,37,V2,V2,V1,yes,707,707,,1,V2,V3,4217,V1,0.0,V1,3,T,F,V3,,1.0,V2,11,60893,V3,2.0,V2,V1
343,1.0,V2,V3,14.0,2,24,V7,V1,V2,yes,1264,1264,,1,V1,V4,4986,V2,0.0,V2,2,T,F,V3,,1.0,V3,14,4955,V1,1.0,V1,V1
344,1.0,V2,V3,35.0,4,29,V6,V3,V1,yes,6887,6887,,1,V3,V3,4632,V1,0.0,V1,3,T,F,V2,,1.0,V3,35,19010,V1,1.0,V2,V2
345,1.0,V2,V2,48.0,3,23,V9,V2,V1,yes,4308,4308,,1,V2,V2,5192,V1,0.0,V1,4,T,F,V3,,1.0,V3,48,13068,V1,1.0,V1,V1
346,0.0,V1,V2,27.0,4,31,V2,V4,V4,yes,4525,4525,,2,V4,V3,5236,V4,0.0,V4,2,T,F,V2,,1.0,V2,27,3507,V1,2.0,V2,V2
347,0.0,V2,V2,5.0,3,22,V5,V2,V1,yes,454,454,,1,V2,V4,5796,V2,0.0,V2,1,T,F,V3,,1.0,V2,5,60330,V1,1.0,V2,V1
348,0.0,V4,V1,12.0,4,33,V1,V4,V1,yes,1860,1860,,2,V4,V3,6549,V2,0.0,V2,2,T,F,V3,,1.0,V4,12,49821,V1,1.0,V2,V2
349,0.0,V2,V3,36.0,2,53,V7,V3,V1,yes,7431,7431,,1,V3,V2,5435,V2,0.0,V2,2,T,F,V3,,1.0,V3,36,62980,V1,1.0,V1,V1
350,0.0,V4,V5,14.0,4,33,V3,V1,V2,yes,1569,1569,,1,V1,V3,6710,V4,0.0,V4,4,T,F,V1,,1.0,V2,14,29756,V1,2.0,V2,V1
351,1.0,V3,V5,36.0,4,56,V7,V2,V1,yes,14317,14317,,1,V2,V3,5454,V2,0.0,V2,2,T,F,V3,,1.0,V4,36,13712,V1,1.0,V3,V2
352,0.0,V3,V3,6.0,4,34,V7,V5,V2,no,1203,1203,,1,V5,V3,3176,V4,0.0,V4,1,T,F,V1,,1.0,V3,6,51580,V1,1.0,V1,V1
353,1.0,V4,V3,17.0,4,28,V9,V3,V1,yes,2169,2169,,1,V3,V4,5314,V4,0.0,V4,2,T,F,V3,,1.0,V3,17,33669,V1,1.0,V2,V2
354,1.0,V4,V3,29.0,2,20,V2,V2,V2,yes,3441,3441,,1,V2,V2,6635,V2,0.0,V2,4,T,F,V3,,1.0,V3,29,15215,V2,1.0,V1,V1
355,0.0,V2,V4,23.0,3,42,V1,V4,V5,yes,4041,4041,,2,V4,V3,4550,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,13873,V1,1.0,V2,V2
356,0.0,V4,V5,23.0,4,35,V1,V2,V1,yes,2670,2670,,1,V2,V3,4919,V4,0.0,V4,4,T,F,V3,,1.0,V4,23,7494,V1,1.0,V2,V2
357,0.0,V4,V3,13.0,4,26,V7,V3,V1,yes,801,801,,2,V3,V3,3882,V4,0.0,V4,2,T,F,V3,,1.0,V2,13,34329,V1,1.0,V2,V1
358,0.0,V4,V5,35.0,4,50,V3,V4,V5,yes,3341,3341,,1,V4,V3,6040,V4,0.0,V4,2,T,F,V3,,1.0,V3,35,8466,V1,1.0,V2,V2
359,0.0,V4,V4,6.0,1,23,V3,V4,V1,yes,1553,1553,,2,V4,V2,5229,V4,0.0,V4,2,T,F,V3,,1.0,V3,6,43727,V1,1.0,V1,V2
360,1.0,V4,V4,36.0,2,23,V7,V2,V1,yes,9271,9271,,1,V2,V3,4611,V1,0.0,V1,1,T,F,V3,,1.0,V3,36,45280,V1,1.0,V2,V2
361,0.0,V1,V2,23.0,4,28,V7,V2,V1,yes,1248,1248,,1,V2,V4,5596,V4,0.0,V4,2,T,F,V3,,1.0,V3,23,35542,V1,1.0,V2,V1
362,1.0,V3,V3,15.0,3,39,V3,V4,V5,yes,1270,1270,,2,V4,V3,5922,V3,0.0,V3,4,T,F,V3,,1.0,V3,15,17191,V1,1.0,V3,V2
363,1.0,V1,V3,23.0,2,21,V3,V2,V1,yes,1986,1986,,1,V2,V3,3954,V1,0.0,V1,4,T,F,V3,,1.0,V2,23,33867,V1,2.0,V1,V1
364,0.0,V4,V5,35.0,2,44,V7,V3,V1,yes,10875,10875,,2,V3,V3,5021,V4,0.0,V4,2,T,F,V3,,1.0,V3,35,18150,V1,2.0,V2,V2
365,0.0,V2,V3,24.0,4,28,V2,V2,V1,yes,4169,4169,,1,V2,V3,3316,V1,0.0,V1,4,T,F,V3,,1.0,V3,24,19408,V1,1.0,V2,V1
366,1.0,V1,V2,20.0,4,40,V9,V3,V3,yes,2580,2580,,1,V3,V3,6002,V4,0.0,V4,2,T,F,V1,,1.0,V2,20,13850,V1,2.0,V2,V1
367,0.0,V3,V5,36.0,2,41,V1,V4,V5,yes,10477,10477,,2,V4,V3,3957,V4,0.0,V4,4,T,F,V3,,1.0,V3,36,82819,V1,1.0,V3,V1
368,1.0,V2,V3,15.0,3,29,V7,V2,V1,yes,3959,3959,,1,V2,V2,4700,V1,0.0,V1,2,T,F,V3,,1.0,V3,15,21177,V1,1.0,V2,V2
369,0.0,V1,V4,18.0,3,28,V7,V2,V1,yes,6259,6259,,1,V2,V3,6192,V2,0.0,V2,3,T,F,V3,,1.0,V2,18,23405,V1,1.0,V1,V1
370,0.0,V2,V5,29.0,1,38,V3,V2,V1,yes,2522,2522,,1,V2,V3,7194,V1,0.0,V1,3,T,F,V3,,1.0,V3,29,23925,V3,2.0,V2,V1
371,1.0,V1,V3,18.0,4,25,V3,V2,V1,yes,1344,1344,,1,V2,V4,5323,V1,0.0,V1,3,T,F,V1,,1.0,V3,18,49907,V1,1.0,V2,V1
372,0.0,V4,V3,12.0,4,22,V3,V2,V1,yes,1498,1498,,1,V2,V2,6082,V1,0.0,V1,1,T,F,V1,,1.0,V3,12,73634,V1,1.0,V2,V1
373,0.0,V1,V5,17.0,3,47,V3,V4,V1,yes,1794,1794,,2,V4,V2,3532,V2,0.0,V2,4,T,F,V1,,1.0,V2,17,48499,V3,1.0,V1,V2
374,1.0,V1,V2,23.0,4,34,V3,V2,V1,yes,2439,2439,,1,V2,V2,3960,V1,0.0,V1,4,T,F,V3,,1.0,V3,23,16929,V1,1.0,V2,V2
375,0.0,V1,V5,9.0,2,48,V3,V2,V2,yes,1125,1125,,1,V2,V1,4239,V3,0.0,V3,4,T,F,V3,,1.0,V3,9,17245,V1,1.0,V2,V1
376,1.0,V3,V4,23.0,4,34,V6,V1,V1,yes,1836,1836,,1,V1,V2,4186,V2,0.0,V2,4,T,F,V1,,1.0,V2,23,10272,V1,1.0,V3,V1
377,1.0,V2,V2,35.0,2,23,V2,V4,V1,yes,7127,7127,,2,V4,V2,5363,V4,0.0,V4,4,T,F,V3,,1.0,V3,35,19891,V1,1.0,V1,V2
378,1.0,V3,V2,53.0,3,58,V9,V5,V1,yes,15945,15945,,1,V5,V3,5849,V2,0.0,V2,4,T,F,V3,,1.0,V3,53,35225,V1,1.0,V1,V2
379,1.0,V1,V1,17.0,4,26,V6,V2,V1,yes,750,750,,1,V2,V2,2328,V1,0.0,V1,1,T,F,V3,,1.0,V1,17,74779,V1,1.0,V2,V1
380,1.0,V4,V5,23.0,4,39,V10,V1,V5,yes,1358,1358,,1,V1,V3,3031,V1,0.0,V1,3,T,F,V2,,1.0,V4,23,8810,V1,1.0,V2,V2
381,0.0,V2,V5,18.0,4,42,V9,V3,V5,yes,2426,2426,,2,V3,V3,4300,V2,0.0,V2,2,T,F,V3,,1.0,V3,18,12354,V1,1.0,V2,V1
382,0.0,V3,V3,17.0,4,61,V6,V2,V5,yes,1239,1239,,1,V2,V3,4532,V2,0.0,V2,4,T,F,V3,,1.0,V3,17,37561,V1,1.0,V3,V1
383,1.0,V3,V5,48.0,4,45,V1,V4,V1,yes,6330,6330,,2,V4,V3,3190,V1,0.0,V1,4,T,F,V3,,1.0,V3,48,36727,V1,1.0,V3,V2
384,1.0,V2,V2,18.0,4,43,V2,V2,V1,yes,1532,1532,,1,V2,V4,3392,V4,0.0,V4,1,T,F,V3,,1.0,V2,18,95874,V2,2.0,V2,V1
385,0.0,V1,V5,24.0,4,36,V3,V2,V1,yes,1278,1278,,1,V2,V3,5274,V4,0.0,V4,1,T,F,V3,,1.0,V4,24,59953,V1,1.0,V2,V2
386,0.0,V4,V4,23.0,4,35,V1,V4,V1,yes,2346,2346,,2,V4,V3,5055,V4,0.0,V4,3,T,F,V3,,1.0,V3,23,21373,V1,1.0,V2,V2
387,0.0,V3,V3,60.0,2,26,V3,V3,V5,yes,9156,9156,,1,V3,V3,6132,V2,0.0,V2,2,T,F,V3,,1.0,V4,60,58823,V1,1.0,V3,V1
388,0.0,V1,V5,11.0,4,61,V7,V4,V1,yes,1254,1254,,2,V4,V3,3636,V4,0.0,V4,4,T,F,V3,,1.0,V2,11,19860,V1,1.0,V2,V1
389,0.0,V1,V5,24.0,2,25,V1,V2,V5,yes,2811,2811,,1,V2,V2,3581,V1,0.0,V1,4,T,F,V3,,1.0,V3,24,26203,V1,1.0,V1,V1
390,0.0,V2,V3,12.0,4,38,V7,V4,V1,no,2171,2171,,2,V4,V3,5564,V1,0.0,V1,4,T,F,V1,,1.0,V2,12,37584,V1,1.0,V2,V1
391,0.0,V1,V3,5.0,1,36,V2,V2,V1,yes,1374,1374,,1,V2,V3,3604,V1,0.0,V1,2,T,F,V1,,1.0,V2,5,19264,V1,1.0,V2,V2
392,0.0,V3,V4,23.0,2,33,V1,V2,V1,yes,2910,2910,,1,V2,V3,3712,V1,0.0,V1,1,T,F,V3,,1.0,V4,23,21291,V1,1.0,V3,V2
393,0.0,V2,V1,6.0,4,36,V8,V2,V5,yes,1238,1238,,1,V2,V3,5364,V4,0.0,V4,4,T,F,V3,,1.0,V4,6,97183,V1,2.0,V2,V2
394,0.0,V3,V1,6.0,4,35,V2,V4,V1,yes,1871,1871,,3,V4,V3,6317,V1,0.0,V1,4,T,F,V3,,1.0,V4,6,24747,V1,1.0,V3,V2
395,0.0,V4,V1,14.0,1,23,V7,V2,V1,yes,2511,2511,,1,V2,V2,5764,V1,0.0,V1,4,T,F,V3,,1.0,V3,14,28976,V1,1.0,V1,V1
396,0.0,V2,V3,23.0,1,47,V2,V2,V5,yes,4350,4350,,1,V2,V2,4441,V2,0.0,V2,4,T,F,V3,,1.0,V2,23,28317,V1,1.0,V2,V2
397,0.0,V3,V5,,4,46,V6,V2,V3,yes,727,727,,1,V2,V3,4096,V4,0.0,V4,4,T,F,V3,,1.0,V3,10,37231,V1,1.0,V3,V2
398,0.0,V3,V5,24.0,4,46,V3,V2,V2,yes,1377,1377,,1,V2,V2,3546,V3,0.0,V3,2,T,F,V3,,1.0,V3,24,45237,V1,1.0,V3,V2
399,0.0,V1,V4,18.0,2,40,V2,V2,V1,yes,3001,3001,,1,V2,V2,6920,V2,0.0,V2,4,T,F,V3,,1.0,V3,18,43363,V1,1.0,V1,V1
400,0.0,V4,V4,21.0,1,25,V2,V2,V1,yes,3598,3598,,1,V2,V2,5239,V1,0.0,V1,4,T,F,V3,,1.0,V2,21,10042,V1,1.0,V1,V1
401,1.0,V4,V3,12.0,4,29,V2,V2,V3,yes,1122,1122,,1,V2,V2,3944,V4,0.0,V4,4,T,F,V3,,1.0,V2,12,50293,V1,1.0,V1,V1
402,0.0,V2,V3,24.0,4,27,V3,V2,V1,yes,1412,1412,,1,V2,V4,6077,V4,0.0,V4,2,T,F,V3,,1.0,V3,24,62723,V1,1.0,V2,V1
403,0.0,V1,V4,17.0,4,24,V3,V2,V1,yes,3509,3509,,1,V2,V2,5780,V1,0.0,V1,1,T,F,V3,,1.0,V3,17,31103,V3,1.0,V2,V1
404,0.0,V4,V3,14.0,2,27,V7,V2,V1,yes,1402,1402,,1,V2,V2,7165,V1,0.0,V1,4,T,F,V3,,1.0,V3,14,36523,V1,1.0,V1,V1
405,0.0,V4,V3,23.0,4,36,V7,V4,V1,yes,2021,2021,,1,V4,V2,2816,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,39847,V1,1.0,V2,V2
406,0.0,V4,V5,36.0,4,34,V7,V4,V1,yes,6614,6614,,2,V4,V3,5018,V4,0.0,V4,4,T,F,V3,,1.0,V4,36,113353,V1,1.0,V2,V2
407,0.0,V1,V2,14.0,4,27,V3,V2,V1,no,1053,1053,,1,V2,V4,4455,V1,0.0,V1,2,T,F,V3,,1.0,V3,14,16622,V1,1.0,V2,V1
408,1.0,V2,V3,14.0,3,40,V6,V2,V2,yes,4622,4622,,1,V2,V3,5606,V4,0.0,V4,2,T,F,V3,,1.0,V4,14,28988,V1,1.0,V2,V2
409,0.0,V4,V2,12.0,4,33,V3,V2,V1,yes,1492,1492,,1,V2,V2,5041,V4,0.0,V4,3,T,F,V3,,1.0,V3,12,33330,V1,2.0,V2,V1
410,0.0,V4,V4,47.0,4,36,V3,V3,V3,yes,12748,12748,,1,V3,V3,4938,V4,0.0,V4,1,T,F,V3,,1.0,V4,47,42611,V1,1.0,V2,V2
411,0.0,V4,V5,24.0,3,31,V3,V2,V3,yes,3429,3429,,1,V2,V3,6039,V4,0.0,V4,2,T,F,V3,,1.0,V3,24,64187,V1,2.0,V2,V2
412,0.0,V2,V3,15.0,4,21,V9,V2,V1,yes,805,805,,1,V2,V2,5667,V1,0.0,V1,4,T,F,V3,,1.0,V2,15,46974,V1,1.0,V2,V1
413,1.0,V2,V2,23.0,4,32,V3,V2,V1,yes,1938,1938,,1,V2,V1,3276,V1,0.0,V1,3,T,F,V3,,1.0,V3,23,22626,V1,1.0,V2,V1
414,0.0,V2,V2,14.0,2,27,V2,V2,V1,yes,2708,2708,,2,V2,V3,5764,V4,0.0,V4,3,T,F,V1,,1.0,V2,14,30674,V1,1.0,V2,V1
415,0.0,V3,V4,48.0,2,35,V1,V4,V5,yes,8857,8857,,2,V4,V3,6469,V4,0.0,V4,1,T,F,V3,,1.0,V3,48,58708,V1,1.0,V3,V2
416,0.0,V4,V5,30.0,1,63,V1,V4,V5,yes,7596,7596,,2,V4,V3,5904,V4,0.0,V4,4,T,F,V3,,1.0,V3,30,34345,V1,1.0,V2,V1
417,0.0,V3,V1,14.0,1,21,V7,V2,V1,yes,3972,3972,,1,V2,V3,5967,V1,0.0,V1,4,T,F,V3,,1.0,V3,14,50929,V1,1.0,V3,V1
418,0.0,V4,V2,48.0,1,29,V7,V5,V3,yes,8357,8357,,2,V5,V2,6714,V2,0.0,V2,1,T,F,,,1.0,V3,48,33141,V1,1.0,V2,V1
419,1.0,V2,V1,,2,49,V9,V5,V1,yes,5292,5292,,2,V5,V3,5558,V1,0.0,V1,4,T,F,V2,,1.0,V3,27,87613,V1,1.0,V2,V2
420,0.0,V3,V5,11.0,4,51,V7,V2,V5,yes,2133,2133,,1,V2,V2,4264,V4,0.0,V4,4,T,F,V3,,1.0,V4,11,30186,V1,1.0,V3,V2
421,1.0,V4,V3,30.0,4,26,V9,V5,V2,yes,4280,4280,,2,V5,V2,4596,V2,0.0,V2,4,T,F,V3,,1.0,V2,30,70733,V1,1.0,V1,V1
422,0.0,V4,V3,20.0,1,26,V1,V2,V5,yes,5247,5247,,1,V2,V3,5713,V4,0.0,V4,3,T,F,,,1.0,V3,20,11121,V1,1.0,V2,V1
423,0.0,V4,V2,12.0,2,28,V3,V2,V1,yes,2170,2170,,1,V2,V2,5104,V4,0.0,V4,2,T,F,V1,,1.0,V3,12,146536,V1,1.0,V2,V1
424,0.0,V2,V5,36.0,2,35,V1,V4,V1,yes,5841,5841,,2,V4,V3,4434,V4,0.0,V4,2,T,F,V3,,1.0,V3,36,29123,V1,2.0,V2,V2
425,0.0,V1,V3,35.0,4,34,V3,V3,V1,yes,4454,4454,,2,V3,V2,4085,V4,0.0,V4,4,T,F,V3,,1.0,V3,35,23827,V1,1.0,V2,V1
426,0.0,V1,V3,8.0,4,32,V3,V2,V1,no,1414,1414,,1,V2,V3,3988,V2,0.0,V2,2,T,F,V3,,1.0,V3,8,18140,V3,1.0,V2,V1
427,0.0,V2,V2,11.0,4,32,V2,V2,V1,yes,1473,1473,,1,V2,V2,5891,V3,0.0,V3,1,T,F,V1,,1.0,V4,11,32196,V1,1.0,V2,V2
428,1.0,V4,V3,23.0,2,39,V10,V4,V1,yes,11937,11937,,2,V4,V3,5937,V2,0.0,V2,3,T,F,V3,,1.0,V4,23,5158,V2,2.0,V2,V2
429,1.0,V4,V4,35.0,4,23,V1,V4,V1,yes,9629,9629,,2,V4,V3,7321,V1,0.0,V1,4,T,F,V3,,1.0,V3,35,27944,V1,1.0,V2,V2
430,0.0,V4,V4,21.0,1,30,V7,V2,V3,yes,2781,2781,,1,V2,V2,5933,V4,0.0,V4,2,T,F,V1,,1.0,V4,21,10945,V1,1.0,V2,V1
431,0.0,V4,V3,24.0,2,27,V1,V2,V4,yes,2603,2603,,1,V2,V2,4419,V4,0.0,V4,4,T,F,V3,,1.0,V3,24,7958,V1,1.0,V1,V2
432,1.0,V3,V2,35.0,4,29,V2,V2,V2,yes,9034,9034,,1,V2,V3,6114,V2,0.0,V2,1,T,F,V3,,1.0,V4,35,9431,V2,1.0,V1,V2
433,0.0,V2,V3,11.0,4,24,V3,V2,V1,yes,2214,2214,,1,V2,V3,4572,V1,0.0,V1,3,T,F,V3,,1.0,V2,11,34759,V1,1.0,V2,V1
434,1.0,V4,V2,12.0,4,26,V2,V2,V2,yes,950,950,,4,V2,V2,4352,V2,0.0,V2,4,T,F,V1,,1.0,V3,12,40878,V1,1.0,V1,V1
435,1.0,V4,V3,48.0,3,53,V4,V2,V1,yes,3051,3051,,1,V2,V3,5104,V1,0.0,V1,4,T,F,V3,,1.0,V3,48,75799,V1,1.0,V2,V1
436,0.0,V4,V4,24.0,2,32,V7,V1,V2,yes,2325,2325,,1,V1,V3,6738,V1,0.0,V1,3,T,F,V1,,1.0,V3,24,52398,V1,1.0,V2,V1
437,0.0,V4,V5,27.0,4,42,V9,V4,V1,yes,2441,2441,,4,V4,V3,3696,V1,0.0,V1,4,T,F,V2,,1.0,V4,27,21769,V1,2.0,V2,V2
